dMean,zMean,sqrtMean,sqrtAbsMean,dMax,dMm,Diff,absD,waveFactor,maxFactor,pulseFactor,marginFactor,dSkew,dKurtosis,RMSF,VF,meanFreq,DFreq,thirdOrderFreq,fourthOrderFreq,FC,sqrtMeanFreq,sqrtWeightMeanFreq,MSF,p6DivP5
0.019739929141716565,0.1523682125748503,0.20685288984785224,0.12290271555490714,0.46310255489021956,1.118365868263473,0.04239845323588771,0.20590884691019884,1.3575855905393426,2.2388014749556953,3.039364622478079,3.7680416807660135,-0.6014069390113396,1.9892567456024293,2390.6389880528986,1171603.672911846,0.004239067012154513,4.32624432580782e-05,1.6270145945128773,4.538106612301054,2131.560718883405,70.47344521988174,3174.8017663857286,5715154.771198587,0.03306189900928484
0.0274799630738523,0.1462281646706587,0.2022057142453507,0.11687849758020974,0.46310255489021956,1.118365868263473,0.040132002502932126,0.20032973444531924,1.3828096297369732,2.29025453913881,3.16698603126996,3.962256227433177,-0.6886285097978718,2.565472468128298,2417.981838729928,1228039.8834233657,0.004010749791815725,3.228628221436791e-05,1.3477496250682752,3.397264449787492,2149.0919684844566,70.18091412044781,3249.721535632614,5846636.172427763,0.032656077613067214
0.025892159680638717,0.14781596806387226,0.20280240944202368,0.11890139616451402,0.46310255489021956,1.118365868263473,0.040458413342562526,0.20114276855647217,1.3719925668273634,2.283516039895026,3.132967032967033,3.8948453914659074,-0.6624286109527429,2.4541423141109395,2441.7309563656036,1283793.338257118,0.0040415667715863746,3.3020333554665746e-05,1.3848880017716976,3.57389760400789,2162.927813177538,72.03149656562687,3320.326196914202,5962050.0632740855,0.03330277419652116
0.017364315369261474,0.15046366067864272,0.20501702780895067,0.12115044391792915,0.46310255489021956,1.118365868263473,0.04173046224337288,0.20428035207374418,1.3625683894985243,2.2588492274981724,3.077836554032171,3.822541130793865,-0.5517642057043164,2.0612741520646964,2320.026588696108,1185371.5607411636,0.00417265028185936,3.673106805655427e-05,1.364279542618472,3.435266514352552,2048.6951485069067,70.32880616813203,3150.2619128778597,5382523.372256899,0.034328585304352295
0.01869222255489022,0.14913575349301397,0.20424807753675384,0.11980289454857879,0.46310255489021956,1.118365868263473,0.04136787799341827,0.20339094865165036,1.36954467827409,2.2673533111071054,3.1052416609938733,3.865537278003216,-0.5701932658508773,2.1615179167006304,2341.999884649311,1208076.1350902035,0.004135687061113382,3.6163525287467866e-05,1.4130615180682466,3.6423069637615524,2068.0636655110934,70.68397867078802,3188.5462700247404,5484963.459697384,0.03417882140167065
0.020848548902195604,0.1469794271457086,0.20352568847278313,0.11679107771532365,0.46310255489021956,1.118365868263473,0.040988043876993126,0.202455041619104,1.3847222868205709,2.2754009990839505,3.1507984748853395,3.965222035359794,-0.6047153617893606,2.2848189925759814,2326.5692832691366,1151093.4359427022,0.004098669500106957,3.743792897966532e-05,1.52605306608297,4.08235825545655,2064.420304567062,68.68734641600064,3133.4369392373064,5412924.629851463,0.03327197773827619
0.016223208582834325,0.14505863173652694,0.2026507650374582,0.11459284369948694,0.46310255489021956,1.118365868263473,0.04080414007354495,0.20200034671639785,1.3970265858121222,2.2852248043801815,3.19251980627642,4.041286872194908,-0.5429280574651912,2.27482415095206,2325.9042390007894,1238072.2133235084,0.0040792141268446115,3.541371710109695e-05,1.5120014579398173,3.9267028184273753,2042.4882657382223,71.06589662167805,3197.5526960635984,5409830.529001841,0.03479378452927978
0.015764329341317364,0.14459975249501,0.20259724080181832,0.11356430717752639,0.46310255489021956,1.118365868263473,0.040797127900928445,0.20198298913752227,1.4010898172789732,2.2858285387175084,3.2026510896427762,4.077888259083788,-0.5359983586814628,2.2713558534686054,2317.3946428011136,1230397.5128691066,0.0040788097576025745,3.5876429893751334e-05,1.5228156152199663,3.9463567243182234,2034.6794385392,70.84177708965558,3183.296621797567,5370317.930483301,0.03481716861527657
0.022204882235528932,0.1411886147704591,0.20041670953973256,0.1102569285033931,0.46310255489021956,1.118365868263473,0.03967380066763983,0.1991828322613167,1.4194962523399284,2.31069832427525,3.28002761159687,4.200212731991422,-0.6278019560653251,2.6329247250374315,2324.8551513907446,1197901.9426488895,0.003966199798681796,2.7727510190612146e-05,1.353845388201762,3.484526107706687,2051.1093418682467,68.92835732682565,3184.0225678283364,5404951.474948081,0.03360540363198895
0.017880046906187618,0.1455134500998004,0.20386940739342832,0.11401103629530175,0.46310255489021956,1.118365868263473,0.041243039193580175,0.20308382307210038,1.4010347995570476,2.271564727691201,3.1825412329417015,4.061909881169139,-0.5841801082325523,2.2240203691099585,2390.0166156693326,1335001.992984524,0.0041182816342687275,3.0565778171923095e-05,1.5452085046173663,4.16268102505771,2092.170506959452,74.14792100538163,3375.735821488043,5712179.423175491,0.035440668319687146
0.009677072854291414,0.1532372405189621,0.2099929936130593,0.1220227368228611,0.46310255489021956,1.118365868263473,0.0440034116275471,0.20976990162448733,1.3703783290659952,2.2053238392493664,3.022127997879952,3.7952152766619207,-0.5152642162944429,1.6487954880754772,2239.8106577901954,1060305.4969602854,0.004400321570115889,3.7955691018885814e-05,1.6988180977312668,4.803930242852181,1989.081769508298,68.30582075626346,3046.5882798547423,5016751.782750548,0.03434037846174051
0.016056712574850297,0.1532088143712575,0.20997572103301468,0.1219949395841412,0.46310255489021956,1.118365868263473,0.043831985404623054,0.20936089750625128,1.3705198483175969,2.205505248949261,3.0226887192536047,3.7960800379823363,-0.6013450361879746,1.7584785737600215,2313.200122230048,1204334.7286263362,0.0043785441962319645,3.9272811078754086e-05,1.6932248683736848,4.696635465338567,2036.3104077862918,72.61702855630656,3257.7663618271,5350894.805485109,0.03566108009792564
0.016552139720558873,0.1537042415169661,0.2104202125403378,0.12239387192301632,0.46310255489021956,1.118365868263473,0.04400269251619203,0.20976818756949783,1.368994183007704,2.200846341229896,3.012945838837516,3.7837070403451514,-0.6002261945303218,1.7318931290573736,2300.961656096601,1181322.270473362,0.004396266350673788,4.018317046390049e-05,1.6949736775527124,4.6945397640159765,2028.0784679970964,72.065299187498,3226.650150296006,5294424.542826812,0.035533782506289684
0.006801971057884232,0.1439540728542914,0.20107135233535592,0.11248139436404778,0.46310255489021956,1.118365868263473,0.04038342191969655,0.20095626867479538,1.3967743207854768,2.3031752137312735,3.217015994809445,4.117148062650974,-0.7011381996916697,2.1516160734880834,2311.8073191619505,1095935.881430466,0.004037170279741428,2.8396706663281924e-05,1.1318647710431862,2.9640922437600414,2061.19314948898,66.51676306776588,3069.38138817417,5344453.080930764,0.032270999486029246
0.009356263473053888,0.14650836526946107,0.20233128671633843,0.11531675828817226,0.46310255489021956,1.118365868263473,0.04085040991811194,0.2021148433888811,1.3810220757306708,2.2888331429408324,3.1609290980653033,4.015917215891064,-0.7194319243024309,2.0748605610717026,2326.978658512447,1159762.291289045,0.004081467806363067,2.970878159893121e-05,1.2408242729377459,3.343591769449578,2062.781468280957,68.80067190754828,3159.594148281938,5414829.677172387,0.033353349816975096
0.013782620758483032,0.1509347225548902,0.2055640729832254,0.11945372233088594,0.46310255489021956,1.118365868263473,0.04206662746648065,0.20510150527599902,1.361940244786737,2.2528379992159913,3.06823073611709,3.876836534297599,-0.720410330585444,1.8799439296313376,2282.359786845657,1100760.195834236,0.004206422107288844,3.292838085048126e-05,1.2467136701364891,3.345122261849297,2026.9203242298195,68.04602870543386,3023.827080065333,5209166.196610152,0.033571141347793085
0.011561320359281434,0.14871342215568864,0.20477885224138576,0.11645977206325041,0.46310255489021956,1.118365868263473,0.041800714196849366,0.20445222962063625,1.3770031599905086,2.2614764650811274,3.114060238660877,3.976502329394086,-0.6967464271518353,1.9095809397260983,2290.717697342381,1082499.785769833,0.004180026523666771,3.254876955867908e-05,1.261153881696913,3.4553468034152695,2040.805670108682,67.2672120455538,3015.8526878398584,5247387.568917581,0.03296110601357332
0.0138963253493014,0.14736927145708584,0.20447208704797887,0.11424386875168677,0.46310255489021956,1.118365868263473,0.04161572652354262,0.20399932971346404,1.3874811555102344,2.2648693108979403,3.1424634885643425,4.053631586101044,-0.7351988483230987,1.9905856235905675,2286.0977733963487,1127206.7178721095,0.004160669619863994,3.203689366491884e-05,1.2362236056552462,3.3313552296035405,2024.607693271868,68.48309825319741,3054.838604002582,5226243.029527743,0.03382536699864322
0.014026273453093818,0.14749921956087825,0.20450749268377968,0.11443007507998613,0.46310255489021956,1.118365868263473,0.041626578216825236,0.20402592535465985,1.3864988119436934,2.264477202340421,3.1396949507185727,4.047035314505499,-0.7368138569061821,1.9899322517732139,2284.6819003187147,1126605.7334885937,0.004161831200648553,3.205609900086388e-05,1.2343521782473081,3.325380837928522,2023.1573473547085,68.474395889722,3052.8435798387054,5219771.385643933,0.03384531409741943
0.001892369261477056,0.14790530738522953,0.20498880894811947,0.1147091367240683,0.46310255489021956,1.118365868263473,0.04201683073254685,0.20498007398902668,1.3859462690829074,2.2591601818001,3.131074625226512,4.037189783793842,-0.6301693239040095,1.7470661501644762,2483.501515245256,1442334.4521069282,0.004193110531075331,3.222889121999423e-05,1.4490721557344155,3.6241913291260257,2173.808943793947,77.76803829634851,3485.459380007159,6167779.776225483,0.035775010733289196
-0.008142060878243507,0.14910326646706587,0.20615830146430159,0.11561824471620072,0.46310255489021956,1.118365868263473,0.04243495210730082,0.20599745655541676,1.3826544940907657,2.246344443085211,3.105918239507585,4.005445299978062,-0.5193140883238427,1.5490869026435772,2277.0418112118637,1155345.8399577586,0.004243435050890277,3.457676603365623e-05,1.5608125870274856,4.107284805056935,2007.3797772343041,70.01881913583676,3083.3010677586744,5184919.410007005,0.03488070365653787
0.00038172255489022646,0.1536230239520958,0.20986248502663135,0.11952306698929659,0.46310255489021956,1.118365868263473,0.044042116909444144,0.20986213786541902,1.3660874498348157,2.2066952787271736,3.0145387258789325,3.8745872788864335,-0.5620888466042133,1.3705874184698978,2430.174266282352,1287886.5978293226,0.004395563786119325,4.129392716868476e-05,1.7852883141210496,4.787370719591886,2148.9207446231344,75.23953541886733,3378.383479021166,5905746.964500968,0.03501270840589443
0.004994880239520966,0.15823618163672654,0.2120046350794598,0.12584002987319234,0.46310255489021956,1.118365868263473,0.04492101646656775,0.2119457866214088,1.3397987292575924,2.1843982548619643,2.9266540060565625,3.6800893591401964,-0.5948842538951636,1.26346060233227,2325.545311391333,1011740.3717127728,0.004489905549476699,4.9722900657070973e-05,1.9599164901757746,5.5746801255956395,2096.764322383763,67.39895184335434,3100.032827347015,5408160.995334213,0.032144266822858765
-0.004775592814371249,0.16180163273453094,0.21526590777505306,0.12876873548586718,0.46310255489021956,1.118365868263473,0.04631660476348897,0.21521292889482493,1.3304309983585971,2.1513046802290168,2.8621624334906133,3.5963897070422557,-0.4832392798969088,0.9553232332894148,2304.276566204406,1193185.438868717,0.0046290755474945764,4.7869134330423885e-05,1.8691072161527171,4.990097703888277,2028.917212379561,74.3192137922204,3210.593631439854,5309690.493558768,0.036629988320251425
0.00156749900199602,0.15545854091816366,0.20883263211340006,0.12365752349622042,0.46310255489021956,1.118365868263473,0.04360861118228944,0.20882674920203456,1.3433332828161144,2.21757754141961,2.9789457186144928,3.745041480669587,-0.5159900209670129,1.3630769859289082,2580.2268646494904,1532554.4565273132,0.004347802773697691,3.5774233469251907e-05,1.7877785969369273,4.751200686917114,2263.849866164191,81.62869910106501,3601.9453087175903,6657570.673058939,0.03605747020643846
